202506210010
         lat         lon       gridj       gridi       p_lev        levm          tc          td      u_wind      v_wind      sp_hum
      30.813     104.425     124.220     157.765   72907.971    2231.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   72779.226    2245.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   72641.490    2260.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   72513.126    2274.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   72384.947    2288.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   72256.950    2302.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   72120.015    2317.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   71992.399    2331.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   71864.965    2345.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   71737.714    2359.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   71610.646    2373.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   71474.703    2388.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   71348.012    2402.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   71221.503    2416.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   71095.175    2430.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   70969.030    2444.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   70834.074    2459.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   70708.304    2473.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   70582.714    2487.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   70457.305    2501.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   70323.139    2516.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   70198.103    2530.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   70073.248    2544.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   69948.572    2558.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   69824.077    2572.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   69690.888    2587.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   69566.763    2601.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   69442.818    2615.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   69319.052    2629.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   69195.464    2643.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.813     104.425     124.220     157.765   69063.247    2658.000   -9999.999   -9999.999   -9999.999   -9999.999   -9999.999
      30.714     103.850     113.281     102.984   94567.795      40.000   -9999.999   -9999.999      -0.503      -0.457   -9999.999
      30.714     103.850     113.281     102.984   94545.076      42.000   -9999.999   -9999.999      -0.531      -0.486   -9999.999
      30.714     103.850     113.281     102.984   94386.173      56.000   -9999.999   -9999.999      -0.500      -0.367   -9999.999
      30.714     103.850     113.281     102.984   94216.159      71.000   -9999.999   -9999.999      -0.513      -0.248   -9999.999
      30.714     103.850     113.281     102.984   94057.703      85.000   -9999.999   -9999.999      -0.552      -0.178   -9999.999
      30.714     103.850     113.281     102.984   93899.463      99.000   -9999.999   -9999.999      -0.651      -0.157   -9999.999
      30.714     103.850     113.281     102.984   93741.438     113.000   -9999.999   -9999.999      -0.775      -0.199   -9999.999
      30.714     103.850     113.281     102.984   93583.629     127.000   -9999.999   -9999.999      -0.897      -0.283   -9999.999
      30.714     103.850     113.281     102.984   93414.787     142.000   -9999.999   -9999.999      -0.955      -0.387   -9999.999
      30.714     103.850     113.281     102.984   93257.424     156.000   -9999.999   -9999.999      -0.939      -0.553   -9999.999
      30.714     103.850     113.281     102.984   93100.275     170.000   -9999.999   -9999.999      -0.875      -0.806   -9999.999
      30.714     103.850     113.281     102.984   92943.341     184.000   -9999.999   -9999.999      -0.904      -1.056   -9999.999
      30.714     103.850     113.281     102.984   92775.434     199.000   -9999.999   -9999.999      -0.946      -1.278   -9999.999
      30.714     103.850     113.281     102.984   92618.944     213.000   -9999.999   -9999.999      -1.054      -1.347   -9999.999
      30.714     103.850     113.281     102.984   92462.667     227.000   -9999.999   -9999.999      -1.151      -1.474   -9999.999
      30.714     103.850     113.281     102.984   92306.604     241.000   -9999.999   -9999.999      -1.235      -1.443   -9999.999
      30.714     103.850     113.281     102.984   92150.754     255.000   -9999.999   -9999.999      -1.320      -1.253   -9999.999
      30.714     103.850     113.281     102.984   91984.008     270.000   -9999.999   -9999.999      -1.322      -0.970   -9999.999
      30.714     103.850     113.281     102.984   91828.600     284.000   -9999.999   -9999.999      -1.320      -0.623   -9999.999
      30.714     103.850     113.281     102.984   91673.404     298.000   -9999.999   -9999.999      -1.410      -0.018   -9999.999
      30.714     103.850     113.281     102.984   91518.420     312.000   -9999.999   -9999.999      -1.599       1.062   -9999.999
      30.714     103.850     113.281     102.984   91363.649     326.000   -9999.999   -9999.999      -1.872       1.862   -9999.999
      30.714     103.850     113.281     102.984   91198.058     341.000   -9999.999   -9999.999      -1.841       2.382   -9999.999
      30.714     103.850     113.281     102.984   91043.725     355.000   -9999.999   -9999.999      -1.953       2.585   -9999.999
      30.714     103.850     113.281     102.984   90889.604     369.000   -9999.999   -9999.999      -2.043       2.604   -9999.999
      30.714     103.850     113.281     102.984   90735.695     383.000   -9999.999   -9999.999      -2.116       2.674   -9999.999
      30.714     103.850     113.281     102.984   90571.026     398.000   -9999.999   -9999.999      -2.043       2.604   -9999.999
      30.714     103.850     113.281     102.984   90417.554     412.000   -9999.999   -9999.999      -1.943       2.580   -9999.999
      30.714     103.850     113.281     102.984   90264.292     426.000   -9999.999   -9999.999      -1.812       2.527   -9999.999
      30.714     103.850     113.281     102.984   90111.240     440.000   -9999.999   -9999.999      -1.647       2.436   -9999.999
      30.714     103.850     113.281     102.984   89958.399     454.000   -9999.999   -9999.999      -1.544       2.324   -9999.999
      30.714     103.850     113.281     102.984   89794.874     469.000   -9999.999   -9999.999      -1.428       2.268   -9999.999
      30.714     103.850     113.281     102.984   89642.467     483.000   -9999.999   -9999.999      -1.337       2.171   -9999.999
      30.714     103.850     113.281     102.984   89490.271     497.000   -9999.999   -9999.999      -1.246       2.086   -9999.999
      30.714     103.850     113.281     102.984   89338.283     511.000   -9999.999   -9999.999      -1.187       1.994   -9999.999
      30.714     103.850     113.281     102.984   89186.504     525.000   -9999.999   -9999.999      -1.171       1.957   -9999.999
      30.714     103.850     113.281     102.984   89024.116     540.000   -9999.999   -9999.999      -1.224       1.840   -9999.999
      30.714     103.850     113.281     102.984   88872.770     554.000   -9999.999   -9999.999      -1.239       1.794   -9999.999
      30.714     103.850     113.281     102.984   88721.632     568.000   -9999.999   -9999.999      -1.287       1.821   -9999.999
      30.714     103.850     113.281     102.984   88570.703     582.000   -9999.999   -9999.999      -1.325       1.781   -9999.999
      30.714     103.850     113.281     102.984   88409.223     597.000   -9999.999   -9999.999      -1.477       1.789   -9999.999
      30.714     103.850     113.281     102.984   88258.724     611.000   -9999.999   -9999.999      -1.536       1.792   -9999.999
      30.714     103.850     113.281     102.984   88108.433     625.000   -9999.999   -9999.999      -1.632       1.827   -9999.999
      30.714     103.850     113.281     102.984   87958.349     639.000   -9999.999   -9999.999      -1.686       1.777   -9999.999
      30.714     103.850     113.281     102.984   87808.472     653.000   -9999.999   -9999.999      -1.766       1.625   -9999.999
      30.714     103.850     113.281     102.984   87648.119     668.000   -9999.999   -9999.999      -1.732       1.603   -9999.999
      30.714     103.850     113.281     102.984   87498.670     682.000   -9999.999   -9999.999      -1.515       1.540   -9999.999
      30.714     103.850     113.281     102.984   87349.427     696.000   -9999.999   -9999.999      -1.325       1.498   -9999.999
      30.714     103.850     113.281     102.984   87200.391     710.000   -9999.999   -9999.999      -1.128       1.541   -9999.999
      30.714     103.850     113.281     102.984   87051.561     724.000   -9999.999   -9999.999      -0.990       1.516   -9999.999
      30.714     103.850     113.281     102.984   86892.328     739.000   -9999.999   -9999.999      -0.654       1.526   -9999.999
      30.714     103.850     113.281     102.984   86743.924     753.000   -9999.999   -9999.999      -0.463       1.490   -9999.999
      30.714     103.850     113.281     102.984   86595.725     767.000   -9999.999   -9999.999      -0.173       1.258   -9999.999
      30.714     103.850     113.281     102.984   86447.731     781.000   -9999.999   -9999.999       0.096       1.196   -9999.999
      30.714     103.850     113.281     102.984   86289.394     796.000   -9999.999   -9999.999       0.117       0.943   -9999.999
      30.714     103.850     113.281     102.984   86141.824     810.000   -9999.999   -9999.999       0.094       0.935   -9999.999
      30.714     103.850     113.281     102.984   85994.458     824.000   -9999.999   -9999.999       0.129       0.871   -9999.999
      30.714     103.850     113.281     102.984   85847.297     838.000   -9999.999   -9999.999       0.163       0.732   -9999.999
      30.714     103.850     113.281     102.984   85700.340     852.000   -9999.999   -9999.999       0.261       0.714   -9999.999
      30.714     103.850     113.281     102.984   85543.112     867.000   -9999.999   -9999.999       0.409       0.652   -9999.999
      30.714     103.850     113.281     102.984   85396.577     881.000   -9999.999   -9999.999       0.497       0.562   -9999.999
      30.714     103.850     113.281     102.984   85250.245     895.000   -9999.999   -9999.999       0.568       0.591   -9999.999
      30.714     103.850     113.281     102.984   85104.116     909.000   -9999.999   -9999.999       0.830       0.441   -9999.999
      30.714     103.850     113.281     102.984   84958.190     923.000   -9999.999   -9999.999       1.070       0.497   -9999.999
      30.714     103.850     113.281     102.984   84802.066     938.000   -9999.999   -9999.999       1.185       0.603   -9999.999
